public_id,category_slug,target_count,body,synonyms,hint_seeds_ru,frame_hint_ru,complexity,primary_class,playlist_slugs,onboarding_safe,team_safe
qtx-1257,linguistics,5,"5 оценок, которые меняются, если поменять глагол с пассивного на изъявительный.","Назови 5 оценок, которые меняются, если поменять глагол с пассивного на изъявительный. | Вспомни, 5 оценок, которые меняются, если поменять глагол с пассивного на изъявительный.",длинной фразой | глаголом | одним словом,Слово — это инструмент. Какой смысл оно выбирает за тебя?,advanced,analytical,language_lens,false,false
qtx-1258,linguistics,3,"3 ярлыков, которые я бы попросил говорить точнее дома.","Назови 3 ярлыков, которые я бы попросил говорить точнее дома. | Вспомни, 3 ярлыков, которые я бы попросил говорить точнее дома.",другой язык | одним словом | глаголом,,developmental,evaluative,language_lens,false,false
qtx-1259,linguistics,5,"5 решений, которые меняются, если поменять глагол с сослагательного на активный.","Назови 5 решений, которые меняются, если поменять глагол с сослагательного на активный. | Вспомни, 5 решений, которые меняются, если поменять глагол с сослагательного на активный.",другой язык | одним словом | глаголом,Слово — это инструмент. Какой смысл оно выбирает за тебя?,advanced,analytical,language_lens,false,false
qtx-1260,linguistics,7,"7 формулировок, которые меняются, если поменять глагол с сослагательного на активный.","Назови 7 формулировок, которые меняются, если поменять глагол с сослагательного на активный. | Вспомни, 7 формулировок, которые меняются, если поменять глагол с сослагательного на активный.",длинной фразой | молча | другой язык,Слово — это инструмент. Какой смысл оно выбирает за тебя?,advanced,analytical,language_lens,false,false
qtx-1261,linguistics,7,"7 ощущений, которые меняются, если поменять глагол с повелительного на изъявительный.","Назови 7 ощущений, которые меняются, если поменять глагол с повелительного на изъявительный. | Вспомни, 7 ощущений, которые меняются, если поменять глагол с повелительного на изъявительный.",молча | длинной фразой | глаголом,Слово — это инструмент. Какой смысл оно выбирает за тебя?,advanced,analytical,language_lens,false,false
qtx-1262,linguistics,5,"5 признаний, которые исчезают, если перевести их на «деловой» язык.","Назови 5 признаний, которые исчезают, если перевести их на «деловой» язык. | Вспомни, 5 признаний, которые исчезают, если перевести их на «деловой» язык.",длинной фразой | глаголом | молча,Слово — это инструмент. Какой смысл оно выбирает за тебя?,advanced,analytical,language_lens,false,false
qtx-1263,linguistics,7,"7 слов, которыми я называю эту ситуацию.","Назови 7 слов, которыми я называю эту ситуацию. | Вспомни, 7 слов, которыми я называю эту ситуацию.",,,working,retrieval,language_lens,false,false
qtx-1264,linguistics,7,"7 ощущений, которые меняются, если поменять глагол с сослагательного на изъявительный.","Назови 7 ощущений, которые меняются, если поменять глагол с сослагательного на изъявительный. | Вспомни, 7 ощущений, которые меняются, если поменять глагол с сослагательного на изъявительный.",глаголом | молча | другой язык,Слово — это инструмент. Какой смысл оно выбирает за тебя?,advanced,analytical,language_lens,false,false
qtx-1265,linguistics,3,"3 оценок, которые меняются, если поменять глагол с повелительного на вопросительный.","Назови 3 оценок, которые меняются, если поменять глагол с повелительного на вопросительный. | Вспомни, 3 оценок, которые меняются, если поменять глагол с повелительного на вопросительный.",длинной фразой | молча | одним словом,Слово — это инструмент. Какой смысл оно выбирает за тебя?,advanced,analytical,language_lens,false,false
qtx-1266,linguistics,7,Назови 7 способов сказать «нет» — мягче.,"Назови назови 7 способов сказать «нет» — мягче. | Вспомни, назови 7 способов сказать «нет» — мягче.",молча | одним словом | другой язык,,developmental,generative,language_lens,false,false
qtx-1267,linguistics,7,"7 слов, у которых разный вес в дружбе.","Назови 7 слов, у которых разный вес в дружбе. | Вспомни, 7 слов, у которых разный вес в дружбе.",молча | одним словом | другой язык,Слово — это инструмент. Какой смысл оно выбирает за тебя?,advanced,analytical,language_lens,false,false
qtx-1268,linguistics,3,Назови 3 способов сказать «нормально» — точнее.,"Назови назови 3 способов сказать «нормально» — точнее. | Вспомни, назови 3 способов сказать «нормально» — точнее.",молча | другой язык | одним словом,,developmental,generative,language_lens,false,false
qtx-1269,linguistics,7,"7 вопросов, которые я мог бы задать одному только глаголу в важной фразе.","Назови 7 вопросов, которые я мог бы задать одному только глаголу в важной фразе. | Вспомни, 7 вопросов, которые я мог бы задать одному только глаголу в важной фразе.",глаголом | другой язык | молча,Слово — это инструмент. Какой смысл оно выбирает за тебя?,advanced,meta_generative,language_lens,false,false
qtx-1270,linguistics,5,"5 ощущений, которые меняются, если поменять глагол с пассивного на активный.","Назови 5 ощущений, которые меняются, если поменять глагол с пассивного на активный. | Вспомни, 5 ощущений, которые меняются, если поменять глагол с пассивного на активный.",длинной фразой | другой язык | молча,Слово — это инструмент. Какой смысл оно выбирает за тебя?,advanced,analytical,language_lens,false,false
qtx-1271,linguistics,5,"5 формулировок, которые я бы попросил говорить точнее на работе.","Назови 5 формулировок, которые я бы попросил говорить точнее на работе. | Вспомни, 5 формулировок, которые я бы попросил говорить точнее на работе.",молча | другой язык | глаголом,,developmental,evaluative,language_lens,false,false
qtx-1272,linguistics,3,Назови 3 способов сказать «хорошо» — точнее.,"Назови назови 3 способов сказать «хорошо» — точнее. | Вспомни, назови 3 способов сказать «хорошо» — точнее.",молча | длинной фразой | одним словом,,developmental,generative,language_lens,false,false
qtx-1273,linguistics,3,"3 решений, которые меняются, если поменять глагол с повелительного на вопросительный.","Назови 3 решений, которые меняются, если поменять глагол с повелительного на вопросительный. | Вспомни, 3 решений, которые меняются, если поменять глагол с повелительного на вопросительный.",другой язык | молча | длинной фразой,Слово — это инструмент. Какой смысл оно выбирает за тебя?,advanced,analytical,language_lens,false,false
qtx-1274,linguistics,3,"3 формулировок, которые меняются, если поменять глагол с повелительного на вопросительный.","Назови 3 формулировок, которые меняются, если поменять глагол с повелительного на вопросительный. | Вспомни, 3 формулировок, которые меняются, если поменять глагол с повелительного на вопросительный.",молча | длинной фразой | другой язык,Слово — это инструмент. Какой смысл оно выбирает за тебя?,advanced,analytical,language_lens,false,false
qtx-1275,linguistics,5,"5 оценок, которые меняются, если поменять глагол с сослагательного на изъявительный.","Назови 5 оценок, которые меняются, если поменять глагол с сослагательного на изъявительный. | Вспомни, 5 оценок, которые меняются, если поменять глагол с сослагательного на изъявительный.",одним словом | другой язык | длинной фразой,Слово — это инструмент. Какой смысл оно выбирает за тебя?,advanced,analytical,language_lens,false,false
qtx-1276,linguistics,3,"3 слов, у которых разный вес на работе.","Назови 3 слов, у которых разный вес на работе. | Вспомни, 3 слов, у которых разный вес на работе.",одним словом | молча | глаголом,Слово — это инструмент. Какой смысл оно выбирает за тебя?,advanced,analytical,language_lens,false,false
qtx-1277,linguistics,3,"3 ощущений, которые меняются, если поменять глагол с сослагательного на вопросительный.","Назови 3 ощущений, которые меняются, если поменять глагол с сослагательного на вопросительный. | Вспомни, 3 ощущений, которые меняются, если поменять глагол с сослагательного на вопросительный.",молча | одним словом | другой язык,Слово — это инструмент. Какой смысл оно выбирает за тебя?,advanced,analytical,language_lens,false,false
qtx-1278,linguistics,7,"7 ощущений, которые меняются, если поменять глагол с пассивного на вопросительный.","Назови 7 ощущений, которые меняются, если поменять глагол с пассивного на вопросительный. | Вспомни, 7 ощущений, которые меняются, если поменять глагол с пассивного на вопросительный.",молча | длинной фразой | глаголом,Слово — это инструмент. Какой смысл оно выбирает за тебя?,advanced,analytical,language_lens,false,false
qtx-1279,linguistics,3,"3 слов, которые я бы попросил говорить точнее на работе.","Назови 3 слов, которые я бы попросил говорить точнее на работе. | Вспомни, 3 слов, которые я бы попросил говорить точнее на работе.",глаголом | молча | одним словом,,developmental,evaluative,language_lens,false,false
qtx-1280,linguistics,5,"5 формулировок, которые меняются, если поменять глагол с пассивного на активный.","Назови 5 формулировок, которые меняются, если поменять глагол с пассивного на активный. | Вспомни, 5 формулировок, которые меняются, если поменять глагол с пассивного на активный.",длинной фразой | другой язык | молча,Слово — это инструмент. Какой смысл оно выбирает за тебя?,advanced,analytical,language_lens,false,false
qtx-1281,linguistics,3,"3 слов, у которых разный вес в детстве.","Назови 3 слов, у которых разный вес в детстве. | Вспомни, 3 слов, у которых разный вес в детстве.",молча | глаголом | длинной фразой,Слово — это инструмент. Какой смысл оно выбирает за тебя?,advanced,analytical,language_lens,false,false
qtx-1282,linguistics,7,Назови 7 способов сказать «мне нужна помощь» — мягче.,"Назови назови 7 способов сказать «мне нужна помощь» — мягче. | Вспомни, назови 7 способов сказать «мне нужна помощь» — мягче.",длинной фразой | молча | другой язык,,developmental,generative,language_lens,false,false
qtx-1283,linguistics,3,"3 слов, у которых разный вес в близости.","Назови 3 слов, у которых разный вес в близости. | Вспомни, 3 слов, у которых разный вес в близости.",одним словом | глаголом | молча,Слово — это инструмент. Какой смысл оно выбирает за тебя?,advanced,analytical,language_lens,false,false
qtx-1284,linguistics,3,"3 формулировок, которые меняются, если поменять глагол с пассивного на вопросительный.","Назови 3 формулировок, которые меняются, если поменять глагол с пассивного на вопросительный. | Вспомни, 3 формулировок, которые меняются, если поменять глагол с пассивного на вопросительный.",глаголом | длинной фразой | одним словом,Слово — это инструмент. Какой смысл оно выбирает за тебя?,advanced,analytical,language_lens,false,false
qtx-1285,linguistics,5,"5 формулировок, которые меняются, если поменять глагол с сослагательного на вопросительный.","Назови 5 формулировок, которые меняются, если поменять глагол с сослагательного на вопросительный. | Вспомни, 5 формулировок, которые меняются, если поменять глагол с сослагательного на вопросительный.",глаголом | длинной фразой | другой язык,Слово — это инструмент. Какой смысл оно выбирает за тебя?,advanced,analytical,language_lens,false,false
qtx-1286,linguistics,3,"3 решений, которые меняются, если поменять глагол с повелительного на изъявительный.","Назови 3 решений, которые меняются, если поменять глагол с повелительного на изъявительный. | Вспомни, 3 решений, которые меняются, если поменять глагол с повелительного на изъявительный.",другой язык | глаголом | длинной фразой,Слово — это инструмент. Какой смысл оно выбирает за тебя?,advanced,analytical,language_lens,false,false
qtx-1287,linguistics,7,"7 ощущений, которые меняются, если поменять глагол с пассивного на изъявительный.","Назови 7 ощущений, которые меняются, если поменять глагол с пассивного на изъявительный. | Вспомни, 7 ощущений, которые меняются, если поменять глагол с пассивного на изъявительный.",длинной фразой | одним словом | молча,Слово — это инструмент. Какой смысл оно выбирает за тебя?,advanced,analytical,language_lens,false,false
qtx-1288,linguistics,3,"3 решений, которые меняются, если поменять глагол с повелительного на активный.","Назови 3 решений, которые меняются, если поменять глагол с повелительного на активный. | Вспомни, 3 решений, которые меняются, если поменять глагол с повелительного на активный.",молча | другой язык | глаголом,Слово — это инструмент. Какой смысл оно выбирает за тебя?,advanced,analytical,language_lens,false,false
qtx-1289,linguistics,3,Назови 3 способов сказать «мне страшно» — мягче.,"Назови назови 3 способов сказать «мне страшно» — мягче. | Вспомни, назови 3 способов сказать «мне страшно» — мягче.",длинной фразой | молча | одним словом,,developmental,generative,language_lens,false,false
qtx-1290,linguistics,3,"3 обещаний, которые я бы попросил говорить точнее на работе.","Назови 3 обещаний, которые я бы попросил говорить точнее на работе. | Вспомни, 3 обещаний, которые я бы попросил говорить точнее на работе.",длинной фразой | другой язык | одним словом,,developmental,evaluative,language_lens,false,false
qtx-1291,linguistics,7,"7 связей, которые исчезают, если перевести их на «деловой» язык.","Назови 7 связей, которые исчезают, если перевести их на «деловой» язык. | Вспомни, 7 связей, которые исчезают, если перевести их на «деловой» язык.",молча | другой язык | глаголом,Слово — это инструмент. Какой смысл оно выбирает за тебя?,advanced,analytical,language_lens,false,false
qtx-1292,linguistics,5,"5 слов, которыми я называю это чувство.","Назови 5 слов, которыми я называю это чувство. | Вспомни, 5 слов, которыми я называю это чувство.",,,working,retrieval,language_lens,false,false
qtx-1293,linguistics,3,Назови 3 способов сказать «интересно» — точнее.,"Назови назови 3 способов сказать «интересно» — точнее. | Вспомни, назови 3 способов сказать «интересно» — точнее.",глаголом | одним словом | молча,,developmental,generative,language_lens,false,false
qtx-1294,linguistics,3,"3 обещаний, которые я бы попросил говорить точнее дома.","Назови 3 обещаний, которые я бы попросил говорить точнее дома. | Вспомни, 3 обещаний, которые я бы попросил говорить точнее дома.",глаголом | длинной фразой | одним словом,,developmental,evaluative,language_lens,false,false
qtx-1295,linguistics,7,"7 слов, которые я использую, не до конца понимая.","Назови 7 слов, которые я использую, не до конца понимая. | Вспомни, 7 слов, которые я использую, не до конца понимая.",одним словом | молча | длинной фразой,,developmental,reflexive,language_lens,false,false
qtx-1296,linguistics,7,"7 формулировок, которые меняются, если поменять глагол с повелительного на активный.","Назови 7 формулировок, которые меняются, если поменять глагол с повелительного на активный. | Вспомни, 7 формулировок, которые меняются, если поменять глагол с повелительного на активный.",одним словом | глаголом | молча,Слово — это инструмент. Какой смысл оно выбирает за тебя?,advanced,analytical,language_lens,false,false
qtx-1297,linguistics,7,"7 формулировок, которые меняются, если поменять глагол с сослагательного на изъявительный.","Назови 7 формулировок, которые меняются, если поменять глагол с сослагательного на изъявительный. | Вспомни, 7 формулировок, которые меняются, если поменять глагол с сослагательного на изъявительный.",одним словом | длинной фразой | другой язык,Слово — это инструмент. Какой смысл оно выбирает за тебя?,advanced,analytical,language_lens,false,false
qtx-1298,linguistics,7,"7 оценок, которые меняются, если поменять глагол с сослагательного на вопросительный.","Назови 7 оценок, которые меняются, если поменять глагол с сослагательного на вопросительный. | Вспомни, 7 оценок, которые меняются, если поменять глагол с сослагательного на вопросительный.",одним словом | молча | длинной фразой,Слово — это инструмент. Какой смысл оно выбирает за тебя?,advanced,analytical,language_lens,false,false
qtx-1299,linguistics,7,"7 слов, у которых разный вес в интернете.","Назови 7 слов, у которых разный вес в интернете. | Вспомни, 7 слов, у которых разный вес в интернете.",глаголом | другой язык | молча,Слово — это инструмент. Какой смысл оно выбирает за тебя?,advanced,analytical,language_lens,false,false
qtx-1300,linguistics,5,Назови 5 способов сказать «мне больно» — мягче.,"Назови назови 5 способов сказать «мне больно» — мягче. | Вспомни, назови 5 способов сказать «мне больно» — мягче.",другой язык | глаголом | длинной фразой,,developmental,generative,language_lens,false,false
qtx-1301,linguistics,7,"7 решений, которые меняются, если поменять глагол с сослагательного на вопросительный.","Назови 7 решений, которые меняются, если поменять глагол с сослагательного на вопросительный. | Вспомни, 7 решений, которые меняются, если поменять глагол с сослагательного на вопросительный.",одним словом | другой язык | молча,Слово — это инструмент. Какой смысл оно выбирает за тебя?,advanced,analytical,language_lens,false,false
qtx-1302,linguistics,5,"5 оттенков, которые исчезают, если перевести их на «деловой» язык.","Назови 5 оттенков, которые исчезают, если перевести их на «деловой» язык. | Вспомни, 5 оттенков, которые исчезают, если перевести их на «деловой» язык.",глаголом | другой язык | одним словом,Слово — это инструмент. Какой смысл оно выбирает за тебя?,advanced,analytical,language_lens,false,false
qtx-1303,linguistics,7,"7 слов, которыми я называю эту работу.","Назови 7 слов, которыми я называю эту работу. | Вспомни, 7 слов, которыми я называю эту работу.",,,working,retrieval,language_lens,false,false
qtx-1304,linguistics,5,"5 слов, которыми я заменяю чувство, которое не хочу называть.","Назови 5 слов, которыми я заменяю чувство, которое не хочу называть. | Вспомни, 5 слов, которыми я заменяю чувство, которое не хочу называть.",другой язык | глаголом | молча,Слово — это инструмент. Какой смысл оно выбирает за тебя?,advanced,reflexive,language_lens,false,false
qtx-1305,linguistics,5,"5 вещей, которые сложно сказать на родном языке — и легко на чужом.","Назови 5 вещей, которые сложно сказать на родном языке — и легко на чужом. | Вспомни, 5 вещей, которые сложно сказать на родном языке — и легко на чужом.",молча | одним словом | глаголом,,developmental,retrieval,language_lens,false,false
qtx-1306,senses,3,"3 касаний, которые я хочу запомнить именно из сегодняшнего дня.","Назови 3 касаний, которые я хочу запомнить именно из сегодняшнего дня. | Вспомни, 3 касаний, которые я хочу запомнить именно из сегодняшнего дня.",,,working,retrieval,sensory_sharpening,false,false
qtx-1307,senses,3,"3 движений мысли, по которым я узнаю, что мне хорошо.","Назови 3 движений мысли, по которым я узнаю, что мне хорошо. | Вспомни, 3 движений мысли, по которым я узнаю, что мне хорошо.",,,working,evaluative,sensory_sharpening,false,false
qtx-1308,senses,5,"5 запахов прямо сейчас, на которые мне приятно обратить внимание.","Назови 5 запахов прямо сейчас, на которые мне приятно обратить внимание. | Вспомни, 5 запахов прямо сейчас, на которые мне приятно обратить внимание.",,,basic,retrieval,sensory_sharpening,true,false
qtx-1309,senses,10,"10 звуков, которые я могу различить прямо сейчас.","Назови 10 звуков, которые я могу различить прямо сейчас. | Вспомни, 10 звуков, которые я могу различить прямо сейчас.",,,basic,retrieval,sensory_sharpening,true,false
qtx-1310,senses,3,"3 мыслей, по которым я узнаю, что моё тело хочет паузу.","Назови 3 мыслей, по которым я узнаю, что моё тело хочет паузу. | Вспомни, 3 мыслей, по которым я узнаю, что моё тело хочет паузу.",,,working,evaluative,sensory_sharpening,false,false
qtx-1311,senses,7,7 способов снизить скорость через слух.,"Назови 7 способов снизить скорость через слух. | Вспомни, 7 способов снизить скорость через слух.",,,working,generative,sensory_sharpening,false,false
qtx-1312,senses,3,"3 вкусов, которые я хочу запомнить именно из сегодняшнего вечера.","Назови 3 вкусов, которые я хочу запомнить именно из сегодняшнего вечера. | Вспомни, 3 вкусов, которые я хочу запомнить именно из сегодняшнего вечера.",,,working,retrieval,sensory_sharpening,false,false
qtx-1313,senses,7,"7 оттенков, которые я хочу запомнить именно из сегодняшнего ночи.","Назови 7 оттенков, которые я хочу запомнить именно из сегодняшнего ночи. | Вспомни, 7 оттенков, которые я хочу запомнить именно из сегодняшнего ночи.",,,working,retrieval,sensory_sharpening,false,false
qtx-1314,senses,3,"3 оттенков, которые я хочу запомнить именно из сегодняшнего вечера.","Назови 3 оттенков, которые я хочу запомнить именно из сегодняшнего вечера. | Вспомни, 3 оттенков, которые я хочу запомнить именно из сегодняшнего вечера.",,,working,retrieval,sensory_sharpening,false,false
qtx-1315,senses,5,"5 оттенков, которые я хочу запомнить именно из сегодняшнего часа.","Назови 5 оттенков, которые я хочу запомнить именно из сегодняшнего часа. | Вспомни, 5 оттенков, которые я хочу запомнить именно из сегодняшнего часа.",,,working,retrieval,sensory_sharpening,false,false
qtx-1316,senses,3,"3 оттенков синего, которые я могу увидеть отсюда.","Назови 3 оттенков синего, которые я могу увидеть отсюда. | Вспомни, 3 оттенков синего, которые я могу увидеть отсюда.",цвет | температура | касание,,developmental,retrieval,sensory_sharpening,false,false
qtx-1317,senses,5,"5 сигналов тела, по которым я узнаю, что устал.","Назови 5 сигналов тела, по которым я узнаю, что устал. | Вспомни, 5 сигналов тела, по которым я узнаю, что устал.",,,working,evaluative,sensory_sharpening,false,false
qtx-1318,senses,5,"5 звуков, которые мгновенно успокаивают меня.","Назови 5 звуков, которые мгновенно успокаивают меня. | Вспомни, 5 звуков, которые мгновенно успокаивают меня.",,,basic,retrieval,sensory_sharpening,true,false
qtx-1319,senses,7,"7 признаков в дыхании, по которым я узнаю, что мне хорошо.","Назови 7 признаков в дыхании, по которым я узнаю, что мне хорошо. | Вспомни, 7 признаков в дыхании, по которым я узнаю, что мне хорошо.",,,working,evaluative,sensory_sharpening,false,false
qtx-1320,senses,10,"10 оттенков света, которые я могу различить прямо сейчас.","Назови 10 оттенков света, которые я могу различить прямо сейчас. | Вспомни, 10 оттенков света, которые я могу различить прямо сейчас.",,,basic,retrieval,sensory_sharpening,true,false
qtx-1321,senses,5,"5 вкусов, через которые я понимаю, что нахожусь именно здесь.","Назови 5 вкусов, через которые я понимаю, что нахожусь именно здесь. | Вспомни, 5 вкусов, через которые я понимаю, что нахожусь именно здесь.",,,working,retrieval,sensory_sharpening,false,false
qtx-1322,senses,5,"5 ощущений в теле, через которые я понимаю, что нахожусь именно здесь.","Назови 5 ощущений в теле, через которые я понимаю, что нахожусь именно здесь. | Вспомни, 5 ощущений в теле, через которые я понимаю, что нахожусь именно здесь.",,,working,retrieval,sensory_sharpening,false,false
qtx-1323,senses,5,"5 сигналов, по которым я узнаю, что моё тело хочет паузу.","Назови 5 сигналов, по которым я узнаю, что моё тело хочет паузу. | Вспомни, 5 сигналов, по которым я узнаю, что моё тело хочет паузу.",,,working,evaluative,sensory_sharpening,false,false
qtx-1324,senses,3,3 способов снизить скорость через обоняние.,"Назови 3 способов снизить скорость через обоняние. | Вспомни, 3 способов снизить скорость через обоняние.",,,working,generative,sensory_sharpening,false,false
qtx-1325,senses,7,7 способов снизить скорость через дыхание.,"Назови 7 способов снизить скорость через дыхание. | Вспомни, 7 способов снизить скорость через дыхание.",,,working,generative,sensory_sharpening,false,false
qtx-1326,senses,7,"7 вкусов, которые я хочу запомнить именно из сегодняшнего дня.","Назови 7 вкусов, которые я хочу запомнить именно из сегодняшнего дня. | Вспомни, 7 вкусов, которые я хочу запомнить именно из сегодняшнего дня.",,,working,retrieval,sensory_sharpening,false,false
qtx-1327,senses,3,"3 ритмов, на которые я хочу опираться сегодня.","Назови 3 ритмов, на которые я хочу опираться сегодня. | Вспомни, 3 ритмов, на которые я хочу опираться сегодня.",,,basic,projecting,sensory_sharpening,true,false
qtx-1328,senses,5,"5 оттенков прямо сейчас, на которые мне приятно обратить внимание.","Назови 5 оттенков прямо сейчас, на которые мне приятно обратить внимание. | Вспомни, 5 оттенков прямо сейчас, на которые мне приятно обратить внимание.",,,basic,retrieval,sensory_sharpening,true,false
qtx-1329,senses,5,"5 вкусов, которые я хочу запомнить именно из сегодняшнего ночи.","Назови 5 вкусов, которые я хочу запомнить именно из сегодняшнего ночи. | Вспомни, 5 вкусов, которые я хочу запомнить именно из сегодняшнего ночи.",,,working,retrieval,sensory_sharpening,false,false
qtx-1330,senses,5,"5 оттенков серого, которые я могу увидеть отсюда.","Назови 5 оттенков серого, которые я могу увидеть отсюда. | Вспомни, 5 оттенков серого, которые я могу увидеть отсюда.",цвет | запах | вкус,,developmental,retrieval,sensory_sharpening,false,false
qtx-1331,senses,7,"7 мест в моей квартире, где звучит иначе, чем в остальных.","Назови 7 мест в моей квартире, где звучит иначе, чем в остальных. | Вспомни, 7 мест в моей квартире, где звучит иначе, чем в остальных.",,,working,retrieval,sensory_sharpening,false,false
qtx-1332,senses,7,"7 признаков в зрении, по которым я узнаю, что мне хорошо.","Назови 7 признаков в зрении, по которым я узнаю, что мне хорошо. | Вспомни, 7 признаков в зрении, по которым я узнаю, что мне хорошо.",,,working,evaluative,sensory_sharpening,false,false
qtx-1333,senses,3,"3 оттенков, которые я хочу запомнить именно из сегодняшнего утра.","Назови 3 оттенков, которые я хочу запомнить именно из сегодняшнего утра. | Вспомни, 3 оттенков, которые я хочу запомнить именно из сегодняшнего утра.",,,working,retrieval,sensory_sharpening,false,false
qtx-1334,senses,5,"5 движений воздуха, которые я могу различить прямо сейчас.","Назови 5 движений воздуха, которые я могу различить прямо сейчас. | Вспомни, 5 движений воздуха, которые я могу различить прямо сейчас.",,,basic,retrieval,sensory_sharpening,true,false
qtx-1335,senses,3,"3 вкусовых перемен, по которым я узнаю, что мне хорошо.","Назови 3 вкусовых перемен, по которым я узнаю, что мне хорошо. | Вспомни, 3 вкусовых перемен, по которым я узнаю, что мне хорошо.",,,working,evaluative,sensory_sharpening,false,false
qtx-1336,senses,3,"3 «маленьких удовольствий» от тела, которые мне доступны прямо сейчас.","Назови 3 «маленьких удовольствий» от тела, которые мне доступны прямо сейчас. | Вспомни, 3 «маленьких удовольствий» от тела, которые мне доступны прямо сейчас.",,,basic,retrieval,sensory_sharpening,true,false
qtx-1337,senses,7,"7 запахов, которые я хочу запомнить именно из сегодняшнего дня.","Назови 7 запахов, которые я хочу запомнить именно из сегодняшнего дня. | Вспомни, 7 запахов, которые я хочу запомнить именно из сегодняшнего дня.",,,working,retrieval,sensory_sharpening,false,false
qtx-1338,senses,3,"3 признаков в зрении, по которым я узнаю, что устал.","Назови 3 признаков в зрении, по которым я узнаю, что устал. | Вспомни, 3 признаков в зрении, по которым я узнаю, что устал.",,,working,evaluative,sensory_sharpening,false,false
qtx-1339,senses,5,"5 звуков, которые мгновенно меня раздражают.","Назови 5 звуков, которые мгновенно меня раздражают. | Вспомни, 5 звуков, которые мгновенно меня раздражают.",,,working,retrieval,sensory_sharpening,false,false
qtx-1340,senses,3,"3 звуков, которые я хочу запомнить именно из сегодняшнего ночи.","Назови 3 звуков, которые я хочу запомнить именно из сегодняшнего ночи. | Вспомни, 3 звуков, которые я хочу запомнить именно из сегодняшнего ночи.",,,working,retrieval,sensory_sharpening,false,false
qtx-1341,senses,7,"7 запахов, которые я хочу запомнить именно из сегодняшнего ночи.","Назови 7 запахов, которые я хочу запомнить именно из сегодняшнего ночи. | Вспомни, 7 запахов, которые я хочу запомнить именно из сегодняшнего ночи.",,,working,retrieval,sensory_sharpening,false,false
qtx-1342,senses,5,"5 движений воздуха прямо сейчас, на которые мне приятно обратить внимание.","Назови 5 движений воздуха прямо сейчас, на которые мне приятно обратить внимание. | Вспомни, 5 движений воздуха прямо сейчас, на которые мне приятно обратить внимание.",,,basic,retrieval,sensory_sharpening,true,false
qtx-1343,senses,3,"3 звуков, которые я хочу запомнить именно из сегодняшнего дня.","Назови 3 звуков, которые я хочу запомнить именно из сегодняшнего дня. | Вспомни, 3 звуков, которые я хочу запомнить именно из сегодняшнего дня.",,,working,retrieval,sensory_sharpening,false,false
